paperid,year,date,cited_by_count,reference_count,citation_count,patent_count
W2549173848,2016,2016-05-10,310,64,311,0
W2950235747,2019,2019-02-25,301,87,302,0
W1535027274,2015,2015-08-13,300,37,283,0
W2591360055,2017,2017-09-28,295,34,295,0
W2902751862,2018,2018-12-03,284,101,276,2
W2918580768,2019,2019-03-04,284,48,285,1
W3103418582,2019,2019-11-18,281,90,282,0
W4200191517,2021,2021-12-09,276,56,274,0
W2765478819,2017,2017-11-01,269,20,265,0
W2970330753,2019,2019-01-01,269,0,263,0
W3171156384,2021,2021-06-01,268,109,269,0
W2155758567,2015,2015-07-14,265,24,256,13
W2077888429,2015,2015-04-21,264,18,257,0
W2891953272,2018,2018-09-20,264,114,259,0
W4211014154,2017,2017-07-22,263,11,243,0
W2086402015,2015,2015-08-27,258,28,257,7
W2616817562,2017,2017-05-16,258,54,250,0
W2122093684,2015,2015-10-24,255,31,244,0
W3020971767,2018,2018-03-26,252,70,249,0
W2162755200,2014,2014-10-24,250,63,247,0
W3123375411,2020,2020-09-01,244,62,241,2
W3124207966,2016,2016-09-01,242,105,240,4
W1969299781,2015,2015-08-17,241,48,241,5
W2200308833,2015,2015-08-03,241,28,240,3
W2001502878,2014,2014-12-06,236,32,234,2
W3013517662,2020,2020-04-14,236,519,186,0
W2137516483,2014,2014-08-05,226,43,212,3
W4225258284,2022,2022-04-01,223,72,217,0
W1979289676,2015,2015-02-18,222,66,221,0
W3154155772,2021,2021-05-01,222,68,222,0
W4377565774,2023,2023-05-23,214,818,215,0
W1993975089,2015,2015-03-17,211,64,193,0
W2135744524,2014,2014-12-01,211,324,209,0
W2600700815,2017,2017-03-24,211,50,208,0
W2585774018,2017,2017-02-02,206,14,206,11
W4321790088,2023,2023-02-23,206,186,209,0
W638107684,2015,2015-06-15,205,51,189,0
W2058578276,2014,2014-09-03,203,37,188,0
W2129917367,2014,2014-09-23,202,114,185,0
W2343482910,2015,2015-11-05,201,38,197,0
W3043763415,2020,2020-07-14,201,136,192,0
W3122874100,2015,2015-02-01,194,20,177,0
W2744567246,2017,2017-08-04,192,56,192,0
W2910774181,2019,2019-01-08,192,139,189,7
W2337961633,2015,2015-06-16,191,40,189,0
W2792193061,2018,2018-01-01,191,29,191,2
W2797851444,2018,2018-05-25,191,24,190,0
W2544357754,2016,2016-10-27,189,69,185,0
W2946840043,2019,2019-05-27,188,44,182,0
W3010039611,2020,2020-02-17,185,67,182,0
W2012702170,2014,2014-02-11,184,62,184,0
W3093999282,2020,2020-10-01,182,97,177,0
W2051033597,2015,2015-03-01,181,82,180,0
W2895002293,2018,2018-11-13,181,67,180,0
W3136132782,2021,2021-03-17,180,53,178,0
W2597986279,2017,2017-02-01,179,0,176,0
W2165867286,2015,2015-07-15,176,34,173,0
W2279188371,2015,2015-12-17,176,53,175,1
W2901635167,2018,2018-11-20,176,103,175,0
W3015415357,2020,2020-04-08,176,48,176,1
W1864007918,2015,2015-05-01,174,0,147,0
W2500710076,2016,2016-08-08,174,91,166,0
W1912754123,2015,2015-07-02,173,48,170,0
W2949804919,2018,2018-01-01,170,32,169,0
W2138841453,2015,2015-01-01,167,45,163,0
W2057328556,2015,2015-04-08,166,114,162,0
W2627090773,2017,2017-06-16,162,98,141,0
W2108479069,2014,2014-06-18,160,22,158,0
W2887901326,2018,2018-07-11,160,21,159,2
W3104214845,2015,2015-11-25,160,87,160,0
W3102560760,2020,2020-11-09,159,100,155,0
W3000407226,2015,2015-08-17,158,35,158,0
W2033931272,2014,2014-04-22,156,206,154,1
W2162121187,2014,2014-04-14,156,52,156,0
W2792200862,2018,2018-03-05,156,33,142,0
W4310852955,2022,2022-12-05,155,99,153,0
W2932270818,2019,2019-04-05,154,348,139,0
W3104298081,2021,2021-05-17,153,101,153,0
W2327641358,2014,2014-11-01,152,12,152,1
W3162689995,2021,2021-05-01,151,71,150,1
W2342116893,2016,2016-04-21,150,77,145,0
W2945493933,2019,2019-05-18,148,38,148,2
W2512405872,2017,2017-04-01,146,0,145,0
W2512472178,2016,2016-06-01,146,26,145,0
W2994999390,2019,2019-12-10,146,33,146,0
W1203053091,2015,2015-08-20,145,22,144,0
W2563375434,2016,2016-12-28,145,16,145,1
W2998293366,2019,2019-12-31,145,48,144,0
W4367841521,2023,2023-05-03,144,376,142,0
W2798865369,2018,2018-01-01,143,38,140,0
W3006919619,2020,2020-02-17,3,6,3,0
W3036339615,2020,2020-01-01,3,25,3,0
W3042750331,2020,2020-01-01,3,19,3,0
W3043998885,2020,2020-01-01,3,19,3,0
W3045468649,2020,2020-07-24,3,46,3,0
W3048632269,2020,2020-01-01,3,6,3,0
W3080378348,2020,2020-08-22,3,54,3,0
W3087645410,2020,2020-01-01,3,35,3,0
W3092051121,2020,2020-10-06,3,2,3,0
W3092766421,2020,2020-10-01,3,45,3,0
W3093309036,2020,2020-10-13,3,39,3,0
W3093828071,2020,2020-09-01,3,7,3,0
W3094360367,2020,2020-01-01,3,56,3,0
W3096459054,2020,2020-01-01,3,53,3,0
W3099651673,2020,2020-05-29,3,9,3,0
W3104075286,2020,2020-11-20,3,31,3,0
W3106096996,2020,2020-01-01,3,0,3,0
W3108500360,2020,2020-11-27,3,38,2,0
W3111774695,2020,2020-12-07,3,8,2,0
W3121372631,2018,2018-01-25,3,17,3,0
W3127102703,2021,2021-02-01,3,25,3,0
W3128952653,2021,2021-02-03,3,17,3,0
W3133727296,2021,2021-02-26,3,38,3,0
W3164087622,2021,2021-06-02,3,24,3,0
W3165324084,2021,2021-05-18,3,32,3,0
W3174680923,2021,2021-06-29,3,55,3,0
W3184233504,2021,2021-07-27,3,10,3,0
W3193853843,2021,2021-08-22,3,13,3,0
W3194561541,2021,2021-08-21,3,37,3,0
W3201142307,2021,2021-08-07,3,41,3,0
W3204484946,2022,2022-01-01,3,14,3,0
W3205803857,2021,2021-09-24,3,49,3,0
W3211193583,2020,2020-04-24,3,0,3,0
W3212937109,2021,2021-11-11,3,44,3,0
W4200578182,2021,2021-12-19,3,70,3,0
W4220814282,2022,2022-03-14,3,64,2,0
W4220820834,2022,2022-03-31,3,13,3,0
W4220926472,2022,2022-03-18,3,35,3,0
W4223659103,2022,2022-01-01,3,27,1,0
W4223994805,2022,2022-04-04,3,6,2,0
W4225713381,2022,2022-04-02,3,40,3,0
W4226051761,2022,2022-04-16,3,31,3,0
W4226175418,2022,2022-08-03,3,10,3,0
W4229016880,2022,2022-05-06,3,54,3,0
W4236534364,2020,2020-05-04,3,39,3,0
W4239430283,2020,2020-01-21,3,43,3,0
W4249690738,2017,2017-01-09,3,48,3,0
W4281564716,2022,2022-03-27,3,7,3,0
W4281611572,2022,2022-06-05,3,42,3,0
W4281772853,2022,2022-06-02,3,22,3,0
W4283582324,2022,2022-06-27,3,73,3,0
W4285152747,2022,2022-05-27,3,13,3,0
W4285189451,2022,2022-01-01,3,22,3,0
W4296962291,2022,2022-09-21,3,22,3,0
W4313439092,2023,2023-01-03,3,37,3,0
W4316928481,2023,2023-01-17,3,43,3,0
W4320916712,2023,2023-02-01,3,9,3,0
W4321089952,2023,2023-02-16,3,51,3,0
W4321748655,2023,2023-09-14,3,58,3,0
W4322491251,2023,2023-02-27,3,57,3,0
W4328051180,2023,2023-03-21,3,24,3,0
W4353095463,2023,2023-03-22,3,29,3,0
W3085390486,2020,2020-09-17,2,23,0,0
W3090580077,2020,2020-10-05,2,42,2,0
W3092720998,2020,2020-08-19,2,55,2,0
W3098271276,2019,2019-10-17,2,5,2,0
W3101352773,2014,2014-12-05,2,9,2,0
W3109699007,2020,2020-01-01,2,24,2,0
W3112524045,2022,2022-04-09,2,49,2,0
W3114723360,2020,2020-08-02,2,0,2,0
W3121464166,2016,2016-10-05,2,52,2,0
W3124019842,2018,2018-01-01,2,33,2,0
W3124982391,2016,2016-12-08,2,38,2,0
W3132498777,2020,2020-07-05,2,4,2,0
W3136492558,2021,2021-03-24,2,129,2,0
W3153053345,2021,2021-04-01,2,7,2,0
W3156932168,2021,2021-03-31,2,56,2,0
W3163026715,2021,2021-05-01,2,5,2,0
W3163997367,2020,2020-06-01,2,0,2,0
W3168716528,2021,2021-05-31,2,25,2,0
W3175774024,2021,2021-06-29,2,59,2,0
W3189275937,2021,2021-08-01,2,151,2,0
W3199592462,2021,2021-01-01,2,47,2,0
W3201599698,2021,2021-09-09,2,33,2,0
W3206671490,2021,2021-10-13,2,22,2,0
W4200204290,2021,2021-11-01,2,27,2,0
W4210246967,2022,2022-02-04,2,41,2,0
W4210417092,2022,2022-02-04,2,36,2,0
W4220805662,2022,2022-03-14,2,39,2,0
W4223997585,2022,2022-04-02,2,23,2,0
W4224229225,2022,2022-04-07,2,8,2,0
W4224241009,2022,2022-04-08,2,18,2,0
W4226419095,2022,2022-01-06,2,25,2,0
W4237388693,2020,2020-09-08,2,9,2,0
W4247390437,2020,2020-12-17,2,54,2,0
W4250518487,2017,2017-10-01,2,0,2,0
W4256538355,2019,2019-12-09,2,0,2,0
W4283706606,2022,2022-06-28,2,20,1,0
W4285011985,2022,2022-07-10,2,23,1,0
W4285283233,2022,2022-01-01,2,33,2,0
W4290772681,2022,2022-08-09,2,0,2,0
W4291019057,2022,2022-08-09,2,9,2,0
W4292945848,2022,2022-01-01,2,84,2,0
W4306977121,2022,2022-01-01,2,125,2,0
W4308077847,2022,2022-11-03,2,58,2,0
W4309847893,2022,2022-11-01,2,54,2,0
W3097989494,2019,2019-10-16,2,6,2,0
W3105312015,2017,2017-01-01,2,8,2,0
W3121651601,2014,2014-03-01,2,0,2,0
W3122398114,2015,2015-06-01,2,16,2,0
W3124387868,2015,2015-01-01,2,36,2,0
W3126153591,2021,2021-02-01,2,49,2,0
W3126258096,2021,2021-02-01,2,18,3,0
W3130913466,2021,2021-01-01,2,31,2,0
W3131041318,2021,2021-01-01,2,36,2,0
W3132270472,2021,2021-02-16,2,48,2,0
W3135637306,2021,2021-03-02,2,24,2,0
W3136177902,2021,2021-01-01,2,0,2,1
W3144040705,2021,2021-04-01,2,48,2,0
W3148494972,2015,2015-01-01,2,0,2,0
W3153872560,2021,2021-07-10,2,121,2,0
W3156262883,2019,2019-01-01,2,0,2,0
W3164394582,2021,2021-01-01,2,28,2,0
W3165147501,2021,2021-01-01,2,97,2,0
W3165917423,2021,2021-01-01,2,41,2,0
W3170134839,2021,2021-06-11,2,7,2,0
W3170457219,2021,2021-06-03,2,62,2,0
W3172191808,2021,2021-04-01,2,14,2,0
W3174684282,2021,2021-06-14,2,14,2,0
W3178104506,2021,2021-01-01,2,42,2,0
W3179521940,2021,2021-01-01,2,0,2,0
W3183506836,2021,2021-07-01,2,25,2,0
W3185420545,2021,2021-01-01,2,13,2,0
W3186901001,2021,2021-07-21,2,16,3,0
W3193461198,2019,2019-07-22,2,0,2,0
W3194029533,2021,2021-06-27,2,3,2,0
W3195512210,2022,2022-03-02,2,88,2,0
W3202785669,2021,2021-09-29,2,26,2,0
W3203059587,2021,2021-10-06,2,21,2,0
W3205727761,2021,2021-10-09,2,44,2,0
W3207045910,2021,2021-10-19,2,41,2,0
W3210710916,2021,2021-11-03,2,39,2,0
W3211037844,2021,2021-10-01,2,0,2,0
W3213324146,2022,2022-01-01,2,22,2,0
W3213355222,2021,2021-11-11,2,56,2,0
W3214339976,2021,2021-11-08,2,17,2,0
W3215415310,2021,2021-11-28,2,55,2,0
W3217233587,2021,2021-11-01,2,44,2,0
W4200077429,2021,2021-10-04,2,31,2,0
W4200086088,2021,2021-12-03,2,76,2,0
W4200220885,2021,2021-12-08,2,32,2,0
W4200492695,2021,2021-12-16,2,51,2,0
W4205709037,2021,2021-01-01,2,4,2,0
W4205979893,2022,2022-01-01,2,5,2,0
W4210589100,2022,2022-01-31,2,48,2,0
W4210792498,2021,2021-07-01,2,5,2,0
W4210975925,2021,2021-01-01,2,0,2,0
W4211186093,2022,2022-01-01,2,27,2,0
W4211262114,2022,2022-02-10,2,35,2,0
W4213287037,2022,2022-02-10,2,0,2,0
W4213298865,2022,2022-02-01,2,3,2,0
W4214787451,2022,2022-07-01,2,14,2,0
W4214814493,2022,2022-03-04,2,14,2,0
W4214907346,2022,2022-03-03,2,9,2,0
W4214953842,2021,2021-12-01,2,0,2,0
W4221045048,2022,2022-03-15,2,98,2,0
W4223618836,2022,2022-04-12,2,41,2,0
W4224211248,2022,2022-04-01,2,13,2,0
W4224213422,2022,2022-04-21,2,24,2,0
W4225136336,2022,2022-04-30,2,51,2,0
W4225564648,2021,2021-11-16,2,25,2,0
W4225817598,2021,2021-11-12,2,41,2,0
W4229023000,2022,2022-03-01,2,17,2,0
W4231654868,2019,2019-12-20,2,4,2,0
W4235001732,2021,2021-01-01,2,1,2,0
W4236653454,2017,2017-01-01,2,0,2,0
W4236700464,2019,2019-05-22,2,37,2,0
W4239684410,2016,2016-09-20,2,8,2,0
W4240618973,2015,2015-11-30,2,13,2,0
W4240758483,2018,2018-01-01,2,16,2,0
W4243274381,2018,2018-07-01,2,0,2,0
W4249085542,2019,2019-08-27,2,39,2,0
W4249323181,2021,2021-10-23,2,25,2,0
W4249714178,2014,2014-01-01,2,3,2,0
W4252666146,2019,2019-01-01,2,4,2,0
W4253582238,2014,2014-12-01,2,18,2,0
W4254315086,2014,2014-02-01,2,0,2,0
W1990972743,2014,2014-10-05,16,37,16,0
W1993013651,2014,2014-02-28,16,25,16,0
W2217129022,2015,2015-12-24,16,18,16,0
W2399767457,2016,2016-05-16,16,116,16,0
W2558363369,2016,2016-11-29,16,81,16,0
W2606574846,2017,2017-04-12,16,19,10,0
W2734860898,2017,2017-07-16,16,46,16,0
W2769718589,2017,2017-11-16,16,16,15,0
W2797244605,2018,2018-04-09,16,57,16,0
W2886502869,2018,2018-08-06,16,18,16,0
W2889460819,2018,2018-08-31,16,10,16,0
W2892226551,2016,2016-01-01,16,29,15,0
W2911910949,2019,2019-02-09,16,35,16,0
W2962936279,2015,2015-12-01,16,14,16,0
W2968610720,2019,2019-08-17,16,27,16,0
W3033562100,2020,2020-01-01,16,0,16,0
W3084583551,2020,2020-09-10,16,30,16,0
W3095720828,2020,2020-11-02,16,43,17,0
W3111333539,2020,2020-12-13,16,25,16,0
W3111913183,2020,2020-12-10,16,13,15,0
W3171216778,2021,2021-01-01,16,190,16,0
W3175144211,2023,2023-01-01,16,69,16,0
W3183532150,2021,2021-07-16,16,35,16,0
W3187044632,2021,2021-07-29,16,38,16,0
W3198811373,2021,2021-08-28,16,11,14,0
W3214026357,2021,2021-09-01,16,137,16,0
W4213318333,2022,2022-02-17,16,97,16,0
W1945146084,2015,2015-01-01,15,16,15,0
W1985050363,2014,2014-06-05,15,43,15,0
W1985492114,2014,2014-10-03,15,11,15,0
W2015401257,2014,2014-07-31,15,68,15,0
W2084657579,2014,2014-07-23,15,8,15,0
W2198819822,2015,2015-09-15,15,25,15,0
W2218108548,2015,2015-01-01,15,70,15,0
W2291964862,2015,2015-01-01,15,20,15,0
W2484482943,2016,2016-01-01,15,14,15,0
W2498560677,2016,2016-01-01,15,9,15,0
W2576799705,2015,2015-06-01,15,8,15,0
W2759918003,2017,2017-09-30,15,27,15,0
W2774409802,2017,2017-12-05,15,52,15,0
W2791805002,2018,2018-02-01,15,18,14,0
W2908147700,2019,2019-01-01,15,84,15,0
W2948057256,2019,2019-01-01,15,39,14,0
W2994988436,2019,2019-12-13,15,8,14,0
W3119814950,2021,2021-01-06,15,57,15,0
W3139215490,2021,2021-03-20,15,30,15,0
W2137953886,2014,2014-01-10,9,33,9,0
W2144887151,2014,2014-08-14,9,4,9,0
W2179171293,2015,2015-05-07,9,52,9,0
W2216742198,2015,2015-07-14,9,24,9,0
W2241842628,2016,2016-03-01,9,72,9,0
W2283127163,2016,2016-01-01,9,39,9,0
W2293448234,2016,2016-03-09,9,26,9,0
W2309165431,2016,2016-03-22,9,50,9,0
W2322028019,2016,2016-01-21,9,0,9,0
W2429943638,2016,2016-06-03,9,29,8,0
W2463970909,2016,2016-06-28,9,29,9,0
W2530056740,2016,2016-10-12,9,18,9,0
W2532324639,2016,2016-10-20,9,70,9,0
W2605427002,2017,2017-04-13,9,14,9,0
W2620819931,2017,2017-06-02,9,53,9,0
W2621553374,2017,2017-06-05,9,74,9,0
W2626532968,2017,2017-06-13,9,50,9,0
W2743306677,2017,2017-05-01,9,9,9,0
W2760711864,2017,2017-09-29,9,20,9,0
W2768325523,2017,2017-11-23,9,53,8,0
W2769232554,2017,2017-11-23,9,21,9,0
W2781498066,2018,2018-01-07,9,11,9,0
W2787838578,2018,2018-01-01,9,0,9,0
W2789901255,2018,2018-03-23,9,33,9,0
W2885780894,2018,2018-08-07,9,34,9,0
W2903981802,2018,2018-09-01,9,16,9,0
W2904886708,2018,2018-09-01,9,23,9,0
W2913661964,2017,2017-04-21,9,2,9,0
W2963323962,2017,2017-04-18,9,16,9,0
W3000917497,2020,2020-01-22,9,43,9,0
W3014690756,2020,2020-04-08,9,43,7,0
W3020674185,2020,2020-04-23,9,60,8,0
W3021725727,2020,2020-03-01,9,23,9,0
W3037097670,2020,2020-01-01,9,26,9,0
W3044209104,2020,2020-07-23,9,71,9,0
W3108644135,2020,2020-01-01,9,1,9,0
W3115018416,2020,2020-12-23,9,32,8,0
W3119231497,2021,2021-01-01,9,81,9,0
W3119963393,2021,2021-01-13,9,33,9,0
W3120502725,2021,2021-01-02,9,48,9,0
W3129366020,2020,2020-12-01,9,7,9,0
W3137712251,2021,2021-03-21,9,18,9,0
W3141535301,2021,2021-04-01,9,71,9,0
W3142525323,2021,2021-03-24,9,62,9,0
W3196047252,2021,2021-08-16,9,75,9,0
W3198890959,2021,2021-09-03,9,58,8,0
W3201187759,2021,2021-09-17,9,55,9,0
W3208239073,2021,2021-10-22,9,35,8,0
W4200049170,2021,2021-12-06,9,0,8,0
W4205191975,2022,2022-01-18,9,40,9,0
W4210684351,2022,2022-01-25,9,11,8,0
W4233877108,2020,2020-08-26,9,56,9,0
W4281779338,2022,2022-06-05,9,79,9,0
W4283461363,2022,2022-06-25,9,67,9,0
W4285024880,2022,2022-07-12,9,136,9,0
W4292451723,2022,2022-08-05,9,38,9,0
W4292995258,2022,2022-08-24,9,27,9,0
W4306655032,2022,2022-10-17,9,49,10,0
W4307972109,2021,2021-08-25,9,20,9,0
W4312878367,2022,2022-01-01,9,56,9,0
W4318542846,2023,2023-01-30,9,270,9,0
W4320496098,2023,2023-02-11,9,22,9,0
W4366174020,2023,2023-04-01,9,60,10,0
W4383344042,2023,2023-07-01,9,102,9,0
W4383872512,2023,2023-07-11,9,157,10,0
W4386945249,2023,2023-09-22,9,56,9,0
W4388273105,2023,2023-10-25,9,54,8,0
W4399047760,2024,2024-05-27,9,86,11,0
W60113227,2014,2014-11-21,9,24,9,0
W76580631,2015,2015-01-01,9,5,9,0
W1197159447,2015,2015-08-12,8,35,8,0
W1975180273,2014,2014-01-01,8,15,8,0
W1977956081,2014,2014-11-23,8,39,8,0
W2028111018,2014,2014-01-01,8,15,8,0
W2962899146,2018,2018-05-18,15,63,14,0
W2971040401,2016,2016-01-01,15,31,15,0
W3126895309,2021,2021-01-28,15,103,15,0
W3131688977,2018,2018-05-11,15,26,15,0
W3145887717,2021,2021-04-05,15,27,15,0
W3155332185,2021,2021-04-10,15,67,15,0
W3170132558,2021,2021-06-15,15,46,15,0
W3203309572,2021,2021-09-27,15,47,15,0
W4210293410,2022,2022-02-02,15,11,17,0
W4221113406,2022,2022-03-08,15,14,15,0
W4226150660,2022,2022-04-07,15,111,15,0
W4281774145,2022,2022-06-06,15,48,15,0
W4375948862,2023,2023-05-09,15,92,12,0
W4385583918,2023,2023-08-04,15,48,15,0
W963158992,2015,2015-01-01,15,6,15,0
W2054393065,2014,2014-07-30,14,30,14,0
W2091712454,2014,2014-05-02,14,23,13,0
W2130359439,2015,2015-01-01,14,26,10,0
W2271076852,2015,2015-07-07,0,0,0,0
W2272102486,2015,2015-07-07,0,0,0,0
W2284298489,2014,2014-06-25,0,0,0,0
W2041859594,2014,2014-03-11,5,16,4,0
W2056885348,2014,2014-04-24,5,6,4,0
W2067310905,2014,2014-12-04,5,0,5,0
W2190851859,2014,2014-01-01,5,3,4,0
W2236517688,2015,2015-11-03,5,11,5,0
W2253169330,2015,2015-05-04,5,48,4,0
W2254105084,2017,2017-02-16,5,39,5,0
W2108389279,2015,2015-01-03,1,55,1,0
W2112548336,2014,2014-01-01,1,0,1,0
W2113081249,2014,2014-05-19,1,23,1,0
W2114634847,2014,2014-01-01,1,16,1,0
W2164839033,2014,2014-09-23,1,0,1,0
W2174637914,2015,2015-10-05,1,5,1,0
W2188604740,2015,2015-05-17,1,15,1,0
W2241399404,2017,2017-09-27,1,20,1,0
W2259058595,2016,2016-01-14,1,3,1,0
W3008630078,2019,2019-08-01,4,13,4,0
W3012279555,2019,2019-11-01,4,48,4,0
W3012377031,2020,2020-01-01,4,12,4,0
W3014408215,2020,2020-04-01,4,52,4,0
W3024357853,2019,2019-12-01,4,4,4,0
W3029516139,2020,2020-05-28,4,62,4,0
W3036659970,2020,2020-06-18,4,13,4,0
W3044449601,2020,2020-07-25,4,0,4,0
W3081248529,2020,2020-06-01,4,31,4,0
W3094345197,2020,2020-10-20,4,24,3,0
W3095078140,2020,2020-11-03,4,5,4,1
W3107778299,2020,2020-11-23,4,40,4,0
W3115504973,2020,2020-12-01,4,41,4,0
W3123397483,2021,2021-01-22,4,15,4,0
W3130699858,2021,2021-02-17,4,12,4,0
W3131416758,2020,2020-12-01,4,19,4,0
W3137481562,2021,2021-03-25,4,1,4,0
W3138465932,2020,2020-01-01,4,1,4,0
W3141394052,2021,2021-04-07,4,14,3,0
W3141836934,2021,2021-06-15,4,37,4,0
W3152619558,2020,2020-01-01,4,16,4,0
W3175574350,2022,2022-01-14,4,26,4,0
W3181674658,2021,2021-07-14,4,59,4,0
W3181775732,2021,2021-06-01,4,47,4,0
W3189613046,2021,2021-07-30,4,54,4,0
W3194668874,2021,2021-08-20,4,93,4,0
W3209605964,2021,2021-11-14,4,33,4,0
W4200280454,2021,2021-12-29,4,16,3,0
W4205244966,2022,2022-01-18,4,0,4,0
W4206460600,2022,2022-01-12,4,49,4,0
W4206583691,2022,2022-01-17,4,33,4,0
W4210305719,2022,2022-01-27,4,39,4,0
W4213132455,2022,2022-02-18,4,68,4,0
W4220746055,2022,2022-03-04,4,0,4,0
W4220875472,2022,2022-03-04,4,60,3,0
W4242421104,2017,2017-06-14,4,34,4,0
W4281760417,2022,2022-05-27,4,36,4,0
W4285808622,2022,2022-07-19,4,17,4,0
W4297238429,2022,2022-09-23,4,20,4,0
W4306893559,2022,2022-10-20,4,62,4,0
W4308175319,2022,2022-11-04,4,21,4,0
W4312163597,2022,2022-12-23,4,21,4,0
W4312208488,2022,2022-12-27,4,9,4,0
W4391262464,2024,2024-01-26,4,41,4,0
W4393663672,2021,2021-08-17,4,0,0,0
W4400191295,2024,2024-07-01,4,41,4,0
W988947245,2015,2015-07-20,4,8,4,0
W120299288,2014,2014-05-01,3,9,3,0
W1510315554,2015,2015-05-22,3,18,3,0
W152769238,2014,2014-01-01,3,1,3,0
W1767814896,2015,2015-09-27,3,29,3,0
W1824039207,2015,2015-06-23,3,30,3,0
W1975228152,2014,2014-07-31,3,11,3,0
W2005923646,2014,2014-08-17,3,4,3,0
W2006285925,2014,2014-06-01,3,8,2,0
W2016935476,2014,2014-03-08,3,44,3,1
W2017358352,2014,2014-09-01,3,11,3,0
W2018331110,2014,2014-12-05,3,21,2,0
W2032069549,2014,2014-03-17,3,7,3,0
W2032269027,2014,2014-12-10,3,12,3,0
W2036593684,2015,2015-03-19,3,14,3,0
W2066410012,2014,2014-01-01,3,18,3,0
W2078854203,2014,2014-09-11,3,20,3,0
W3172706772,2021,2021-06-01,0,24,0,0
W3173306065,2018,2018-08-30,0,151,0,0
W3174112477,2021,2021-06-22,0,0,0,0
W3177994287,2016,2016-01-01,0,0,0,0
W3179177784,2021,2021-07-01,0,0,0,0
W3185616783,2021,2021-07-16,0,51,0,0
W3186125055,2021,2021-07-16,0,0,0,0
W3187036349,2021,2021-07-28,0,4,0,0
W3187347954,2021,2021-01-01,0,2,0,0
W3188364941,2021,2021-08-10,0,24,0,0
W3189813296,2021,2021-06-21,0,14,0,0
W3190132301,2021,2021-08-04,0,32,0,0
W3192288101,2021,2021-07-30,0,0,0,0
W3192567322,2021,2021-07-29,0,17,0,0
W3194795259,2021,2021-08-20,0,21,0,0
W3194908880,2021,2021-09-03,0,53,0,0
W3197058091,2018,2018-01-01,0,0,0,0
W3197067307,2021,2021-01-01,0,0,0,0
W4243738738,2018,2018-07-19,0,0,0,0
W4243852235,2019,2019-11-11,0,0,0,0
W4244051153,2021,2021-02-22,0,27,0,0
W4244198934,2016,2016-07-27,0,0,0,0
W4244309330,2021,2021-05-10,0,42,0,0
W2504688667,2016,2016-08-01,0,0,0,0
W2509624010,2015,2015-12-31,0,0,0,0
W2510949246,2016,2016-08-09,0,5,0,0
W2518754254,2014,2014-01-01,0,79,0,0
W2523707102,2016,2016-09-20,0,0,0,0
W914302221,2015,2015-06-01,0,0,0,0
W2157523061,2014,2014-11-05,14,37,14,2
W2314532484,2014,2014-01-01,14,15,14,0
W2334277474,2014,2014-03-18,14,91,14,0
W2526884775,2016,2016-09-29,14,1,14,3
W2597855459,2017,2017-04-01,14,42,14,0
W2807135469,2018,2018-06-07,14,14,13,0
W2901019599,2018,2018-11-01,14,41,13,0
W2913809685,2020,2020-07-15,14,44,14,0
W2954016367,2019,2019-03-26,14,33,14,0
W2962676793,2018,2018-01-17,14,31,14,0
W2963013736,2015,2015-10-01,14,34,14,0
W3037455694,2020,2020-06-19,14,27,14,0
W3049229459,2020,2020-08-13,14,45,14,0
W3104118965,2015,2015-10-02,14,46,13,0
W3192921640,2021,2021-07-30,14,8,14,0
W4241580204,2018,2018-05-08,14,78,14,0
W4283073783,2022,2022-06-18,14,32,15,0
W4312401072,2022,2022-06-01,14,60,14,0
W4386923100,2023,2023-09-21,14,64,14,0
W1593564720,2015,2015-06-06,13,16,13,0
W2061898667,2014,2014-04-03,13,31,13,0
W2085314854,2014,2014-07-23,13,59,13,0
W2089008858,2015,2015-10-06,13,24,13,0
W2089237075,2015,2015-01-16,13,18,13,0
W2121879631,2015,2015-04-01,13,0,13,0
W2342571094,2016,2016-04-25,13,85,12,0
W2360790759,2016,2016-05-14,13,36,12,0
W2399972623,2015,2015-01-01,13,13,13,0
W2504996224,2016,2016-07-29,13,34,13,0
W2593932495,2017,2017-02-27,13,7,13,0
W2620104895,2017,2017-05-31,13,17,13,0
W2760568291,2017,2017-09-01,13,39,13,2
W2795885981,2018,2018-04-06,13,44,13,0
W2889284307,2018,2018-08-01,13,7,13,0
W2942443253,2019,2019-04-22,13,51,13,0
W2996714896,2019,2019-12-19,13,65,13,0
W3033126239,2020,2020-05-30,13,64,13,0
W3034831600,2020,2020-01-01,13,3,13,0
W3040972147,2020,2020-07-08,13,40,13,0
W3081774482,2020,2020-08-28,13,61,13,0
W4206777085,2022,2022-01-01,13,19,13,0
W4385987315,2023,2023-08-17,13,76,13,0
W1041152788,2015,2015-07-24,12,15,12,0
W1762095351,2014,2014-07-23,12,1,11,0
W2054390986,2014,2014-01-07,12,1,12,0
W2140191974,2014,2014-05-24,12,20,12,0
W2183043124,2016,2016-12-21,12,34,12,0
W2232257739,2016,2016-01-01,12,37,12,0
W2294101046,2016,2016-03-10,12,23,12,0
W2313457491,2016,2016-02-23,12,55,11,5
W2341250447,2016,2016-04-15,12,27,12,0
W2492814101,2016,2016-07-23,12,21,12,0
W2587852169,2016,2016-09-01,12,8,12,0
W2588965239,2016,2016-09-01,12,22,12,0
W2614938505,2017,2017-05-19,12,76,12,0
W2623590788,2017,2017-01-01,12,0,12,0
