id,year,citation_count,reference_count,patent_count,doctype,is_retracted,team_size,institution_count,in_degree,out_degree,total_degree
W2945590102,2019,112,56,0,article,False,2,1,22,1,23
W2885906943,2018,108,29,3,article,False,6,1,8,4,12
W3044934783,2020,110,37,0,article,False,5,3,4,1,5
W3133844141,2021,111,66,1,article,False,7,2,1,4,5
W4318541517,2023,104,24,0,article,False,13,8,4,0,4
W3164801945,2021,103,47,0,review,False,2,2,4,4,8
W3039552801,2020,102,53,0,article,False,8,6,0,1,1
W3105977086,2019,101,86,0,preprint,False,4,2,6,1,7
W3210590548,2021,100,58,0,article,False,6,3,15,4,19
W4220975448,2022,103,116,0,article,False,20,17,1,0,1
W3014497955,2020,98,63,0,article,False,7,7,0,1,1
W2918996793,2019,95,18,2,article,False,3,3,3,1,4
W2905022744,2018,90,627,0,article,False,3,3,6,12,18
W2948176562,2019,88,37,1,article,False,3,2,1,1,2
W4386066126,2023,88,78,0,article,False,14,4,3,3,6
W2735074840,2017,87,23,0,article,False,4,1,4,1,5
W2779419474,2018,86,20,0,article,False,6,1,19,6,25
W2562897376,2016,86,40,1,article,False,3,2,1,0,1
W2911733085,2019,85,73,0,review,False,30,25,4,0,4
W3004584189,2020,79,44,0,article,False,5,5,3,4,7
W2913412013,2019,82,63,0,article,False,3,2,2,2,4
W3090954784,2021,78,57,0,article,False,111,62,1,3,4
W3119536272,2021,78,84,1,article,False,4,1,0,1,1
W3175819408,2021,77,111,0,article,False,4,2,4,0,4
W2566512144,2016,75,29,0,article,False,7,3,2,0,2
W2610320546,2017,75,123,0,article,False,17,17,2,1,3
W2922090952,2019,74,32,0,article,False,6,3,3,2,5
W3032938294,2020,74,40,2,article,False,5,1,2,4,6
W4240796046,2019,73,2,2,article,False,4,1,1,0,1
W2937828549,2019,69,61,0,article,False,3,2,1,1,2
W2418464274,2016,69,87,0,article,False,5,4,5,0,5
W3213435819,2021,71,74,0,review,False,6,5,9,3,12
W2607971096,2017,68,49,0,article,False,3,2,3,2,5
W2296382485,2016,69,84,0,review,False,3,1,1,0,1
W4391103515,2024,3,52,0,article,False,3,3,0,6,6
W4391145567,2024,3,65,0,article,False,3,2,0,3,3
W4392881704,2024,3,65,0,article,False,12,5,1,1,2
W4394601294,2024,3,347,0,article,False,1,2,0,5,5
W4401241874,2024,3,75,0,article,False,21,11,0,5,5
W4402896330,2024,3,0,0,article,False,0,0,2,0,2
W2617185084,2020,2,10,0,article,False,2,1,0,1,1
W2621203318,2020,2,8,0,article,False,4,2,0,1,1
W2867223571,2018,2,12,0,article,False,5,1,0,3,3
W2915237405,2023,2,60,0,article,False,2,2,0,1,1
W3006617566,2020,2,39,0,preprint,False,4,1,2,3,5
W3013328245,2020,2,15,0,article,False,2,1,0,1,1
W3016293201,2020,2,40,0,book-chapter,False,3,2,0,1,1
W3019790025,2020,2,35,0,article,False,7,1,0,3,3
W3023436354,2020,2,55,0,article,False,4,4,0,1,1
W3040223855,2020,2,42,0,article,False,2,1,0,2,2
W3047654166,2020,2,10,0,article,False,3,1,2,4,6
W3082091861,2020,2,1,0,article,False,4,1,2,0,2
W3095979697,2020,2,13,0,article,False,2,1,1,4,5
W3096776099,2020,2,13,0,article,False,5,1,1,3,4
W3097526739,2020,2,10,0,article,False,4,1,2,4,6
W3125631314,2021,2,14,0,article,False,13,2,0,3,3
W3165068686,2020,2,16,0,preprint,False,10,7,1,0,1
W3186488793,2021,2,31,0,article,False,7,3,0,6,6
W4387774621,2023,0,19,0,article,False,0,0,0,1,1
W4387777072,2023,0,24,0,article,False,0,0,0,1,1
W4387777302,2023,0,16,0,article,False,0,0,0,5,5
W4387777339,2023,0,45,0,article,False,0,0,0,1,1
W4387778860,2023,0,7,0,article,False,0,0,0,1,1
W4387818291,2023,0,20,0,article,False,0,0,0,3,3
W4387821320,2023,0,6,0,article,False,0,0,0,1,1
W4387829167,2023,0,16,0,article,False,0,0,0,2,2
W4389486643,2023,0,31,0,article,False,0,0,0,1,1
W4389491930,2023,0,24,0,article,False,0,0,0,5,5
W4389497731,2023,0,70,0,preprint,False,0,0,0,2,2
W4389508396,2023,0,13,0,article,False,0,0,0,1,1
W4389514748,2023,0,35,0,article,False,0,0,0,2,2
W4389520157,2023,0,59,0,article,False,0,0,0,2,2
W4390312154,2023,0,123,0,preprint,False,0,0,0,2,2
W4390858999,2024,0,31,0,article,False,0,0,0,2,2
W4391422401,2023,0,7,0,article,False,0,0,0,1,1
W4391694600,2024,0,40,0,article,False,0,0,0,3,3
W4391725331,2024,0,35,0,article,False,0,0,0,1,1
W4393141077,2024,0,54,0,article,False,0,0,0,5,5
W4393147287,2024,0,31,0,article,False,0,0,0,1,1
W4393147587,2024,0,31,0,article,False,0,0,0,5,5
W4393159790,2024,0,45,0,article,False,0,0,0,3,3
W4393160279,2024,0,31,0,article,False,0,0,0,2,2
W4393161321,2024,0,3,0,article,False,0,0,0,1,1
W3215273231,2021,1,25,0,article,False,3,1,1,1,2
W3215779736,2021,1,17,0,article,False,2,2,0,3,3
W4287178713,2021,1,0,0,dataset,False,0,0,1,0,1
W4381092204,2023,1,49,0,review,False,7,1,0,1,1
W4386391382,2023,1,33,0,article,False,2,1,0,1,1
W4391229521,2024,1,15,0,preprint,False,2,2,1,1,2
W4393157130,2024,1,72,0,article,False,6,1,1,2,3
W4393157174,2024,1,52,0,article,False,3,1,0,4,4
W4393161826,2024,1,26,0,article,False,1,1,0,2,2
W4393637067,2023,1,0,0,dataset,False,0,0,1,0,1
W4394959554,2024,1,57,0,preprint,False,4,1,0,2,2
W4396956411,2024,1,31,0,article,False,2,2,1,2,3
W4399251647,2024,1,16,0,article,False,3,1,1,0,1
W4399601381,2024,1,48,0,article,False,5,2,0,2,2
W4399629577,2024,1,13,0,article,False,2,1,0,1,1
W4400254508,2024,1,71,0,preprint,False,1,2,1,2,3
W2548993276,2016,55,22,0,article,False,4,2,1,0,1
W3098702051,2016,53,52,2,article,False,2,2,2,0,2
W2561039289,2016,51,21,0,review,False,2,1,1,0,1
W2772514355,2017,52,48,0,article,False,9,3,1,1,2
W2399850421,2016,49,35,0,article,False,1,1,4,0,4
W2593553370,2017,51,32,0,article,False,3,1,4,2,6
W2605076822,2017,42,30,0,article,False,3,1,7,1,8
W2798363002,2018,50,20,1,article,False,2,1,17,1,18
W1487709190,2016,46,47,0,article,False,6,2,21,1,22
W3019114312,2020,49,55,0,article,False,15,3,5,4,9
W2794157321,2018,47,36,0,article,False,9,6,7,1,8
W2964121447,2019,48,37,0,article,False,1,1,6,2,8
W2523579207,2016,46,72,0,article,False,7,11,3,0,3
W2892183087,2018,47,28,0,article,False,3,2,0,1,1
W2593901618,2017,45,68,0,article,False,3,4,4,0,4
W2922370107,2016,43,36,0,article,False,26,22,3,0,3
W3026835752,2020,42,90,0,review,False,2,2,2,1,3
W3111015719,2021,45,38,0,preprint,False,4,1,0,1,1
W2897997157,2018,43,55,1,article,False,4,2,0,2,2
W3037827183,2020,44,63,0,article,False,4,2,13,3,16
W2963485174,2016,42,0,0,article,False,0,0,3,0,3
W4319601583,2023,1,5,0,article,False,3,2,1,0,1
W4322208588,2023,1,25,0,article,False,3,2,0,1,1
W4323871697,2023,1,36,0,article,False,5,2,1,4,5
W4375798914,2023,1,55,0,article,False,4,2,0,4,4
W4375931944,2023,1,0,0,preprint,False,0,0,1,0,1
W4376632897,2023,1,82,0,article,False,5,2,1,6,7
W4381326842,2023,1,81,0,article,False,6,3,1,1,2
W4385580119,2023,1,38,0,article,False,6,3,0,2,2
W4385631631,2023,1,53,0,article,False,1,1,0,2,2
W4385893895,2023,1,59,0,book-chapter,False,1,2,0,1,1
W4386811280,2023,1,41,0,preprint,False,4,4,0,1,1
W4386879159,2023,1,24,0,article,False,10,8,1,2,3
W4386893407,2023,1,13,0,article,False,6,2,1,1,2
W4388459060,2023,1,11,0,article,False,2,1,0,1,1
W4390245045,2023,1,59,0,article,False,7,2,0,1,1
W4390416436,2023,1,22,0,article,False,5,2,0,3,3
W4390416872,2023,1,9,0,article,False,7,1,1,2,3
W4390492651,2024,1,22,0,article,False,6,8,0,1,1
W4390707941,2024,1,40,0,article,False,10,5,0,2,2
W4391030610,2024,1,14,0,article,False,2,2,0,3,3
W4391514320,2024,1,29,0,preprint,False,3,2,0,2,2
W4392544964,2024,1,34,0,article,False,8,3,0,3,3
W4392681558,2023,1,8,0,article,False,6,3,1,0,1
W4392928525,2024,1,38,0,article,False,7,2,0,2,2
W4393065821,2024,1,0,0,article,False,0,0,1,0,1
W4396832867,2024,1,45,0,article,False,3,1,0,5,5
W4396892635,2024,1,40,0,article,False,5,5,1,2,3
W4396892706,2024,1,44,0,article,False,3,2,0,5,5
W4398137818,2024,1,72,0,article,False,4,5,0,6,6
W4398139396,2024,1,78,0,preprint,False,2,1,1,1,2
W4399317342,2024,1,15,0,article,False,4,3,0,1,1
W4399930737,2024,2,34,0,article,False,4,6,0,1,1
W4401918217,2024,2,37,0,article,False,9,3,0,1,1
W4402138519,2024,1,51,0,article,False,3,3,0,7,7
W4403677900,2024,1,0,0,article,False,0,0,1,0,1
W4404328213,2024,1,48,0,article,False,4,2,0,1,1
W2583321633,2016,1,16,0,article,False,3,2,1,0,1
W4319333950,2023,14,48,0,article,False,3,2,0,8,8
W2515983974,2016,13,36,0,article,False,5,4,3,0,3
W2587512350,2017,13,14,0,article,False,3,1,1,1,2
W2587777785,2016,13,21,0,article,False,2,1,0,1,1
W2700668316,2017,13,37,1,article,False,6,2,5,1,6
W2740002916,2017,13,25,0,article,False,4,1,1,0,1
W2802933522,2018,13,16,0,article,False,5,4,2,1,3
W2903435322,2018,13,17,0,article,False,13,13,0,1,1
W2911728565,2019,13,50,0,article,False,4,1,2,4,6
W2963549739,2018,13,22,0,article,False,1,1,0,1,1
W3047627873,2020,13,61,0,article,False,5,2,12,3,15
W3112078882,2020,13,61,0,article,False,5,5,1,3,4
W3114688693,2020,12,112,0,article,False,2,2,1,0,1
W4313195657,2022,12,45,0,article,False,6,1,1,7,8
W2468829523,2016,12,25,0,article,False,3,2,3,1,4
W2528921019,2016,12,39,0,book-chapter,False,2,2,2,0,2
W2550911523,2016,12,6,0,article,False,4,4,0,1,1
W2595480812,2017,12,21,0,article,False,5,4,1,0,1
W2596509165,2020,12,17,0,article,False,4,1,2,1,3
W2598795030,2017,12,25,0,article,False,5,1,2,0,2
W2605831691,2017,12,27,0,article,False,3,2,5,1,6
W2606382901,2017,12,46,0,book-chapter,False,4,1,4,0,4
W2756723714,2017,11,15,0,article,False,5,3,0,1,1
W2765503801,2017,12,31,0,article,False,3,2,2,1,3
W2794187625,2018,12,26,0,article,False,4,2,4,1,5
W2800032774,2018,11,36,1,article,False,5,6,0,1,1
W2945575082,2019,10,20,1,article,False,4,2,5,0,5
W2982313421,2019,12,40,0,article,False,3,2,7,2,9
W2990676613,2019,12,25,0,article,False,5,5,4,0,4
W3003648826,2019,12,7,0,article,False,3,1,0,1,1
W3020727334,2020,11,9,0,preprint,False,6,2,6,2,8
W3128856283,2021,12,17,0,article,False,2,1,2,2,4
W3131344963,2021,12,28,0,article,False,4,1,9,3,12
W3155585461,2021,12,26,0,article,False,9,4,2,3,5
W4378903325,2023,12,55,0,article,False,5,2,2,4,6
W3183340448,2021,0,53,0,article,False,0,0,0,1,1
W4385831447,2023,0,11,0,article,False,0,0,0,1,1
W4385839746,2023,0,99,0,article,False,0,0,0,1,1
W4386205025,2023,0,10,0,article,False,0,0,0,1,1
W4387117354,2023,0,17,0,preprint,False,0,0,0,2,2
W4387210319,2023,0,15,0,article,False,0,0,0,1,1
W4387247741,2023,0,73,0,article,False,0,0,0,2,2
W3092158762,2020,33,97,0,review,False,2,1,4,1,5
W3130782880,2021,34,170,0,article,False,149,84,2,1,3
W3164357081,2021,29,18,0,article,False,6,5,2,4,6
W2510949419,2016,33,35,0,article,False,3,3,7,0,7
W2852446814,2018,33,42,0,article,False,3,4,1,1,2
W2939560267,2019,33,50,0,article,False,11,4,3,0,3
W3175740729,2021,33,55,0,article,False,2,3,2,0,2
W2793367185,2018,33,59,0,article,False,11,5,0,1,1
W2951093541,2018,32,27,0,article,False,7,3,1,0,1
W2970912396,2019,30,0,0,article,False,0,0,3,0,3
W3090883154,2020,31,48,0,article,False,5,1,2,1,3
W2885720851,2018,26,93,0,review,False,8,6,0,2,2
W3156643147,2021,31,34,0,preprint,False,6,11,3,4,7
W4241541814,2018,30,0,0,article,False,0,0,9,0,9
W4312924702,2022,30,15,0,article,False,6,1,2,2,4
W4398201302,2024,0,25,0,preprint,False,0,0,0,1,1
W4399037942,2024,0,47,0,article,False,0,0,0,2,2
W4399056735,2024,0,56,0,article,False,0,0,0,1,1
W4399096594,2024,0,28,0,article,False,0,0,0,1,1
W4399119843,2024,0,13,0,article,False,0,0,0,2,2
W4399399395,2024,0,64,0,article,False,0,0,0,8,8
W4399525652,2024,0,20,0,article,False,0,0,0,1,1
W4399549224,2024,0,31,0,article,False,0,0,0,2,2
W4399595901,2024,0,24,0,preprint,False,0,0,0,1,1
W4399668546,2024,0,57,0,article,False,0,0,0,2,2
W4399757889,2023,0,8,0,article,False,0,0,0,2,2
W4400782665,2024,0,43,0,article,False,0,0,0,2,2
W4401082869,2024,0,40,0,article,False,0,0,0,1,1
W2409066354,2016,5,17,0,article,False,3,2,1,0,1
W2485059239,2016,5,21,0,article,False,5,2,4,0,4
W2511965751,2016,5,18,0,article,False,6,3,2,0,2
W2519201369,2016,5,26,0,article,False,3,2,1,1,2
W2554756459,2016,5,42,0,article,False,2,2,2,0,2
W2604683143,2017,5,45,0,article,False,3,1,3,0,3
W2758028453,2017,5,9,0,article,False,7,3,1,0,1
W2906376346,2020,5,45,0,article,False,2,1,1,1,2
W2947379043,2019,5,26,0,article,False,4,3,1,0,1
W2949784540,2019,5,36,1,article,False,1,1,4,1,5
W2956048070,2019,5,21,0,article,False,4,1,2,0,2
W2964876727,2019,5,71,0,article,False,6,2,0,1,1
W3036384013,2020,5,26,0,article,False,2,1,0,2,2
W3041573854,2020,5,250,0,book-chapter,False,1,1,0,3,3
W3093736940,2020,5,42,0,article,False,4,3,1,2,3
W3097153626,2020,5,48,0,article,False,6,2,1,0,1
W3158171476,2021,5,20,0,article,False,5,2,1,0,1
W3176253053,2021,5,32,0,article,False,4,2,1,1,2
W3194218116,2021,5,43,0,article,False,5,2,1,0,1
W4200400588,2021,5,60,0,article,False,9,2,0,1,1
W4206957150,2022,5,35,0,article,False,4,2,0,1,1
W4236888663,2020,2,136,0,preprint,False,4,2,1,4,5
W4292686881,2022,5,9,0,article,False,3,3,1,0,1
W4294891444,2022,5,32,0,article,False,2,1,1,1,2
W4309738277,2022,5,38,0,article,False,15,9,0,1,1
W4312143923,2022,5,60,0,article,False,2,1,2,6,8
W4206358000,2022,0,29,0,article,False,0,0,0,2,2
W4210951012,2019,0,345,0,book-chapter,False,0,0,0,6,6
W4214842861,2022,0,28,0,article,False,0,0,0,2,2
W4220964100,2022,0,4,0,article,False,0,0,0,1,1
W4224278967,2022,0,61,0,preprint,False,0,0,0,5,5
W4225083128,2022,0,107,0,preprint,False,0,0,0,1,1
W2792097768,2018,22,22,0,article,False,5,1,1,1,2
W2886539179,2018,23,34,0,article,False,10,4,1,0,1
W2888468864,2018,24,75,0,article,False,4,3,0,1,1
W2905499108,2018,24,79,0,article,False,6,4,2,0,2
W2510284435,2016,53,62,0,article,False,10,5,1,0,1
W3098803168,2016,2,18,0,article,False,1,1,1,2,3
W3099790364,2017,2,113,0,article,False,8,8,1,0,1
W3131194058,2021,2,28,0,article,False,2,2,1,1,2
W3165501148,2021,2,23,0,article,False,2,2,0,3,3
W3172007217,2021,2,16,0,article,False,7,7,0,1,1
W3175109406,2021,2,21,0,article,False,3,2,0,1,1
W3191784021,2021,2,7,0,article,False,3,1,2,4,6
W3202332201,2021,2,34,0,article,False,11,4,0,1,1
W3202491714,2021,2,4,0,article,False,2,1,1,0,1
W3210442352,2021,3,42,0,article,False,2,3,0,2,2
W4210596101,2021,2,23,0,article,False,3,2,0,1,1
W4214898153,2022,2,35,0,article,False,7,4,1,1,2
W4220668494,2022,2,21,0,article,False,7,4,0,2,2
W4237639157,2016,2,10,0,article,False,4,2,0,1,1
W4246763329,2019,2,26,0,preprint,False,5,7,0,2,2
W4248084934,2021,2,76,0,preprint,False,12,11,0,3,3
W4252388990,2017,2,24,0,article,False,3,1,2,0,2
W4253789399,2021,2,46,0,preprint,False,8,5,0,2,2
W4256446339,2019,2,43,0,preprint,False,3,1,1,0,1
W4283787355,2022,2,26,0,article,False,3,1,1,4,5
W4283835954,2022,2,38,0,article,False,3,1,0,1,1
W4285254241,2022,2,67,0,article,False,4,1,0,5,5
W4390892794,2024,2,79,0,preprint,False,5,2,2,0,2
W4391917213,2024,2,46,0,article,False,2,1,0,1,1
W4391963489,2024,2,12,0,article,False,1,2,1,0,1
W4391964463,2024,2,42,0,article,False,4,1,1,1,2
W4391993504,2024,2,36,0,article,False,6,3,2,2,4
W4392470354,2024,2,58,0,article,False,2,1,1,1,2
W4393638447,2021,2,0,0,dataset,False,0,0,2,0,2
W4394062248,2024,2,53,0,article,False,2,3,0,1,1
W4396216270,2024,2,30,0,article,False,4,2,1,6,7
W4396219086,2024,2,39,0,article,False,5,3,0,1,1
W4399806860,2024,2,82,0,article,False,7,2,1,2,3
W4401943711,2024,2,15,0,article,False,3,2,1,0,1
W2768158193,2018,21,20,0,article,False,5,3,1,0,1
W2945581131,2023,21,56,0,article,False,3,3,0,1,1
W2988643814,2019,21,49,0,article,False,3,3,1,1,2
W3037870014,2020,21,54,0,article,False,4,3,0,1,1
W3107796104,2020,17,0,0,book,False,0,0,1,0,1
W2467815471,2016,20,52,1,article,False,3,1,1,0,1
W2611588359,2017,19,27,0,article,False,6,4,2,2,4
W2761231271,2017,20,32,0,article,False,3,1,4,0,4
W3021166326,2020,20,32,0,article,False,2,1,1,0,1
W3092089512,2020,20,39,0,article,False,4,2,1,3,4
W4307992680,2022,20,49,0,article,False,5,3,1,2,3
W2528210237,2016,19,35,0,article,False,3,2,2,0,2
W2584283731,2016,19,85,0,article,False,3,2,1,0,1
W2752046400,2017,19,36,0,article,False,6,3,3,0,3
W2789287634,2018,19,44,0,article,False,4,2,4,0,4
W3180240692,2021,19,62,0,article,False,46,12,1,3,4
W2346090952,2016,18,65,0,review,False,1,1,2,0,2
W2346761241,2016,18,44,0,article,False,4,2,4,0,4
W24418085,2016,18,33,0,article,False,3,1,3,0,3
W2762922087,2017,18,27,0,article,False,2,2,4,4,8
W2916415046,2019,18,57,0,article,False,28,2,3,3,6
W2951054237,2019,16,63,0,article,False,9,1,0,1,1
W2963826025,2017,18,0,1,article,False,0,0,2,0,2
W3100390829,2020,17,55,0,article,False,4,4,6,3,9
W4390007303,2023,1,79,0,article,False,3,2,1,8,9
W4390707293,2024,1,87,0,preprint,False,10,5,0,1,1
W4390833267,2024,1,41,0,preprint,False,4,1,1,2,3
W4391432194,2024,1,51,0,article,False,11,3,0,4,4
W4392105486,2024,1,73,0,article,False,9,6,0,4,4
W4392140193,2024,1,18,0,article,False,1,1,1,3,4
W2412274288,2016,9,57,0,article,False,3,2,2,0,2
W2520381226,2016,9,24,0,article,False,7,1,1,0,1
W2590309738,2018,9,12,0,article,False,2,4,0,1,1
W2605557116,2017,9,16,0,article,False,3,1,1,0,1
W2735176478,2017,9,30,0,article,False,10,7,0,1,1
W2739450998,2017,9,35,0,article,False,7,1,1,3,4
W2747419135,2017,9,27,0,article,False,2,2,0,1,1
W2810038729,2018,9,46,0,article,False,2,1,1,0,1
W2883665858,2018,9,29,0,article,False,5,1,3,0,3
W2886789266,2018,9,30,0,article,False,4,2,1,0,1
W2891053615,2018,9,21,0,preprint,False,4,2,0,1,1
W2899471739,2018,10,38,0,article,False,1,1,0,1,1
W3009457410,2020,9,20,0,article,False,4,2,0,1,1
W3045572920,2020,9,48,0,article,False,13,13,0,1,1
W3112917669,2020,9,39,0,article,False,5,6,0,1,1
W3128260971,2021,10,38,0,article,False,4,7,1,1,2
W3130693295,2022,9,33,0,article,False,2,1,0,1,1
W3141022828,2021,9,53,0,article,False,5,3,0,1,1
W2326085311,2016,3,20,0,article,False,1,1,1,0,1
W2496426807,2016,3,9,0,article,False,3,1,1,0,1
W2516851206,2016,2,0,0,dataset,False,0,0,2,0,2
W2599633634,2016,3,17,0,article,False,2,1,0,1,1
W2769441458,2017,3,17,0,article,False,3,1,2,2,4
W3137195870,2021,11,22,0,article,False,6,2,1,0,1
W3214513102,2021,12,4,0,article,False,2,2,1,0,1
W4317861134,2023,12,74,0,article,False,28,9,0,1,1
W4360600698,2023,12,18,0,article,False,1,1,1,1,2
W2344794400,2016,11,38,0,article,False,9,1,3,0,3
W2410476501,2016,11,32,0,article,False,2,1,4,0,4
W2489862577,2016,11,22,0,article,False,3,1,2,0,2
W2563096677,2016,11,43,0,article,False,4,2,2,0,2
W2619677877,2018,10,20,0,book-chapter,False,1,1,7,1,8
W2910982926,2019,11,34,0,article,False,6,4,0,3,3
W2944441088,2019,11,7,0,article,False,3,1,0,2,2
W2978390015,2019,11,33,0,article,False,2,2,0,1,1
W3022062196,2020,11,24,0,article,False,8,1,1,2,3
W3022392503,2020,11,36,0,preprint,False,19,8,1,1,2
W3030192008,2018,11,40,0,preprint,False,5,2,0,1,1
W3034994029,2020,10,34,0,article,False,5,1,2,2,4
W3045307935,2020,11,49,0,article,False,4,2,0,1,1
W3081403542,2020,11,5,0,article,False,1,1,8,2,10
W3091245656,2020,11,47,0,article,False,4,2,0,2,2
W3168313939,2021,11,31,0,article,False,7,8,3,4,7
W3203594916,2021,11,29,0,article,False,2,3,0,1,1
W2550397343,2016,29,29,0,article,False,6,5,1,0,1
W2936760117,2019,29,90,0,article,False,4,2,1,1,2
W3200228467,2021,31,25,0,article,False,2,1,1,0,1
W2303394653,2016,29,13,0,article,False,8,6,1,0,1
W2556382737,2016,30,46,0,article,False,3,3,5,0,5
W2557154454,2016,29,26,0,article,False,3,1,5,0,5
W2737242982,2017,29,42,1,article,False,4,1,2,0,2
W2796229891,2018,29,55,0,article,False,2,2,1,1,2
W2979723619,2019,27,76,0,article,False,2,1,8,8,16
W2988547359,2019,29,76,0,article,False,5,7,4,1,5
W2997332264,2019,29,61,0,article,False,5,6,3,1,4
W2793630931,2018,12,27,0,article,False,6,1,5,2,7
W2800844746,2018,11,38,0,article,False,3,2,2,1,3
W2809055651,2018,12,43,0,article,False,3,1,4,1,5
W2897675164,2019,12,21,0,article,False,14,8,1,1,2
W2900990693,2018,12,20,0,article,False,2,1,1,0,1
W2907147243,2019,11,53,0,article,False,4,1,2,2,4
W2913866175,2019,12,43,0,article,False,4,5,2,0,2
W2947441661,2019,12,43,0,preprint,False,4,2,0,1,1
W2949401472,2019,12,47,0,article,False,4,3,3,0,3
W2981618143,2018,12,22,0,article,False,18,9,2,0,2
W3193201835,2021,11,13,0,article,False,1,1,3,1,4
W3215152974,2021,12,17,0,article,False,3,2,1,0,1
W4283784208,2022,12,85,0,article,False,4,2,2,3,5
W4293243621,2022,12,27,0,article,False,5,2,5,1,6
W2805030095,2017,3,0,0,article,False,0,0,1,0,1
W2898300583,2018,3,31,0,article,False,3,1,1,1,2
W2898497138,2018,3,0,0,article,False,0,0,1,0,1
W2903052067,2018,3,29,0,article,False,4,1,1,0,1
W2904676600,2018,3,17,0,article,False,2,1,1,1,2
W2911562700,2019,3,69,0,article,False,6,2,0,1,1
W2920915897,2019,3,23,0,article,False,5,1,0,1,1
W2944169863,2019,3,57,0,preprint,False,2,1,1,2,3
W2962435020,2019,3,17,0,article,False,4,2,3,1,4
W2962896650,2019,3,2,0,article,False,7,4,1,0,1
W2964233435,2018,3,30,0,article,False,17,6,0,2,2
W2964805546,2019,3,46,0,article,False,2,2,0,3,3
W2967695905,2019,3,52,0,preprint,False,2,1,1,0,1
W2979648561,2019,3,42,0,preprint,False,3,2,0,2,2
W2981321170,2019,3,13,0,article,False,4,2,1,0,1
W3129649603,2021,3,41,0,preprint,False,4,2,0,1,1
W3133412319,2024,3,40,0,article,False,4,4,1,0,1
W3134921075,2021,3,23,0,article,False,5,1,0,2,2
W3135854322,2021,3,79,0,preprint,False,7,3,1,3,4
W3145986744,2021,3,7,0,article,False,3,3,1,1,2
W3155475857,2021,3,72,0,preprint,False,4,2,0,2,2
W3157585301,2021,3,77,0,preprint,False,5,2,1,0,1
W3173502185,2024,3,64,0,article,False,1,1,0,1,1
W3206697220,2021,3,30,0,article,False,5,2,3,3,6
W4200418185,2021,2,0,0,article,False,0,0,1,0,1
W2794674331,2018,169,42,2,article,False,3,2,6,3,9
W3106002834,2017,160,18,0,article,False,7,6,1,0,1
W2188693568,2016,164,42,0,article,False,2250,196,4,0,4
W2515993241,2016,156,45,0,article,False,2,2,13,0,13
W4206302417,2022,152,69,0,article,False,5,5,5,0,5
W3212853007,2021,152,43,0,article,False,9,8,7,7,14
W2805038194,2018,152,102,0,article,False,3,2,1,0,1
W2726993892,2018,149,75,0,article,False,2,2,23,0,23
W2521900884,2016,145,65,3,article,False,16,8,1,0,1
W2902846710,2018,148,54,0,article,False,5,4,5,6,11
W3032271083,2020,140,105,0,article,False,10,5,15,2,17
W2526689049,2016,138,44,0,article,False,2,1,8,0,8
W3092427852,2021,127,29,0,preprint,False,4,5,1,1,2
W2984400301,2019,131,54,0,article,False,3,3,1,2,3
W3095375900,2020,131,160,0,article,False,8,7,1,1,2
W2554403554,2016,119,209,0,article,False,8,7,1,0,1
W2952736849,2019,132,141,0,article,False,30,32,1,0,1
W3048274294,2020,131,102,0,article,False,3,3,1,0,1
W3106135740,2016,131,24,2,article,False,10,6,2,0,2
W4312516176,2022,128,99,0,article,False,13,13,1,0,1
W3093525434,2020,125,46,0,article,False,5,2,4,2,6
W2169379894,2017,124,36,0,article,False,3,2,3,0,3
W2808073060,2018,113,142,0,review,False,2,2,5,4,9
W2776204930,2017,114,59,0,article,False,3,1,6,2,8
W2521368205,2017,113,41,0,article,False,2239,203,6,0,6
W4318620303,2023,109,90,0,review,False,9,6,2,2,4
W2956951036,2019,112,46,0,article,False,6,3,5,1,6
W2962706854,2016,109,54,0,article,False,3,3,1,0,1
W2994671073,2019,110,319,0,review,False,8,6,4,2,6
W2509304935,2016,104,29,0,article,False,6,3,2,0,2
W2890804331,2018,107,66,0,article,False,6,3,5,1,6
W3092376471,2021,102,168,0,article,False,164,151,1,3,4
W4295423209,2022,6,57,0,article,False,4,1,0,4,4
W4318774832,2023,5,55,0,article,False,3,2,3,0,3
W4323566709,2023,6,30,0,article,False,12,9,0,1,1
W4361190524,2023,6,52,0,article,False,7,4,0,1,1
W4376648677,2023,5,192,0,review,False,3,2,0,2,2
W4380433276,2023,6,24,0,article,False,4,1,0,3,3
W4382044570,2023,5,29,0,article,False,10,7,0,1,1
W4386596863,2023,6,55,0,article,False,4,4,1,1,2
W4386609249,2023,6,27,0,article,False,5,3,1,1,2
W2496810937,2016,5,4,4,article,False,6,2,0,2,2
W2558262180,2016,5,38,0,article,False,3,2,3,0,3
W2610470719,2017,5,35,0,preprint,False,11,3,0,1,1
W2891948247,2018,5,35,0,article,False,5,4,0,2,2
W2896096668,2018,5,34,0,article,False,2,1,2,1,3
W2914284769,2018,5,33,0,article,False,2,1,0,2,2
W2982477767,2019,5,27,0,article,False,5,3,1,8,9
W2984847816,2019,5,19,0,article,False,4,1,2,4,6
W3007953328,2020,5,13,0,preprint,False,7,4,4,0,4
W3012417430,2020,5,37,0,article,False,12,3,1,0,1
W3027866704,2020,4,18,0,article,False,3,1,2,1,3
W3089933964,2020,5,24,0,article,False,4,2,2,0,2
W3110716469,2020,5,54,0,article,False,12,2,2,0,2
