id,year,citation_count,reference_count,patent_count,doctype,is_retracted,team_size,institution_count,in_degree,out_degree,total_degree
W3193255532,2021,5,37,0,article,False,9,3,0,6,6
W4312975001,2022,5,43,0,article,False,4,2,1,2,3
W4328052335,2023,4,146,0,review,False,4,2,3,8,11
W4367308523,2023,6,51,0,article,False,4,2,0,4,4
W4382136985,2023,5,41,0,article,False,5,1,0,3,3
W4387332444,2023,5,50,0,article,False,5,2,0,8,8
W4392919670,2024,5,55,0,preprint,False,4,2,1,3,4
W4396625011,2024,5,248,0,article,False,18,15,0,1,1
W2623875648,2017,5,51,0,preprint,False,4,4,1,1,2
W2883458150,2018,4,56,0,article,False,4,3,0,2,2
W2972667373,2019,4,4,0,article,False,6,4,2,1,3
W3158992457,2021,5,66,0,article,False,4,2,0,5,5
W3173939076,2021,4,49,0,article,False,6,4,2,2,4
W4220721191,2022,4,86,0,article,False,6,2,1,1,2
W4248954952,2021,4,52,0,article,False,1,1,0,1,1
W4283397938,2022,4,163,0,review,False,3,2,0,1,1
W4291145034,2022,3,16,0,article,False,6,2,1,2,3
W4307569017,2022,4,32,0,article,False,4,5,1,0,1
W4313463292,2023,4,30,0,article,False,4,2,0,3,3
W4362656035,2023,4,99,0,preprint,False,7,4,2,4,6
W4380371297,2023,4,44,0,article,False,5,1,1,9,10
W4381163644,2023,4,44,0,article,False,4,1,1,2,3
W4385307799,2023,4,16,0,article,False,3,2,0,3,3
W4387033345,2023,2,80,0,review,False,2,3,0,1,1
W4387116426,2023,5,80,0,article,False,20,14,0,2,2
W4390065047,2023,4,83,0,article,False,10,5,0,2,2
W4390607778,2024,4,45,0,article,False,9,7,1,1,2
W4396894833,2024,4,71,0,article,False,22,9,0,10,10
W4224326404,2022,21,32,0,article,False,6,3,2,0,2
W2792727422,2018,20,28,1,article,False,6,2,3,2,5
W2794102389,2018,20,29,0,article,False,9,7,1,0,1
W3014863658,2020,20,46,0,preprint,False,5,2,3,2,5
W3096173006,2020,20,34,0,preprint,False,7,2,0,1,1
W2885592706,2018,19,42,0,article,False,3,3,2,1,3
W2903432209,2019,19,20,0,article,False,1,1,1,0,1
W2963159652,2017,19,24,0,article,False,3,2,2,0,2
W3094188375,2020,19,148,0,article,False,6,3,2,1,3
W3199589346,2022,19,59,0,article,False,3,1,3,2,5
W4283330440,2022,12,77,0,article,False,14,9,0,2,2
W4384665479,2023,19,57,0,article,False,4,4,0,4,4
W3205495752,2021,18,32,0,article,False,4,1,4,5,9
W3201429504,2021,17,40,0,article,False,7,6,0,4,4
W4280491434,2022,16,49,0,article,False,7,5,0,3,3
W4319456709,2023,16,106,0,review,False,7,7,1,0,1
W4384816757,2023,15,74,0,article,False,6,5,5,1,6
W2899277098,2019,16,80,0,article,False,3,1,1,6,7
W2951625624,2017,15,7,0,article,False,4,3,0,1,1
W2997692228,2020,15,36,0,article,False,3,1,0,1,1
W3026029809,2020,14,46,0,article,False,2,2,1,0,1
W3031737709,2020,10,24,0,article,False,7,3,2,0,2
W3033623677,2020,15,18,0,article,False,3,1,3,0,3
W3082064699,2020,15,46,0,article,False,3,1,4,0,4
W3089859454,2020,11,19,0,article,False,14,10,0,1,1
W3094627741,2020,15,18,0,article,False,3,2,3,0,3
W3102447093,2020,15,33,0,article,False,4,3,0,1,1
W3117932431,2020,15,57,0,article,False,2,1,7,1,8
W4281755765,2022,15,40,0,article,False,6,2,1,0,1
W4361273657,2023,15,39,0,article,False,6,2,0,6,6
W2594304160,2017,14,52,0,article,False,5,5,2,0,2
W3160009329,2021,14,130,0,article,False,1,1,1,1,2
W4225322526,2022,13,56,0,article,False,143,95,0,3,3
W4304190181,2022,13,44,0,article,False,1,1,1,4,5
W2738228043,2017,12,22,1,article,False,1,1,0,1,1
W2741221537,2017,12,27,0,article,False,3,1,1,0,1
W3208724366,2021,12,123,0,book-chapter,False,4,2,0,3,3
W4220773414,2022,11,35,0,article,False,8,7,0,1,1
W4220836766,2022,11,37,0,article,False,5,3,0,5,5
W4220914351,2022,12,57,0,article,False,8,4,2,0,2
W4303646215,2022,0,44,0,preprint,False,0,0,0,4,4
W2569408910,2016,6,21,0,article,False,4,1,2,1,3
W2760556601,2017,6,23,0,article,False,4,4,1,0,1
W3033465878,2020,6,33,1,preprint,False,8,5,2,5,7
W4226138462,2022,6,69,0,article,False,4,3,0,2,2
W4239485483,2019,6,31,0,preprint,False,4,3,1,1,2
W4295909062,2022,6,28,0,article,False,2,1,2,4,6
W4308632370,2022,7,44,0,article,False,5,3,0,1,1
W4313426831,2022,6,35,0,article,False,5,4,1,3,4
W4384664247,2023,6,63,0,article,False,9,3,2,1,3
W4388856736,2023,7,41,0,article,False,7,3,0,1,1
W4390144100,2023,6,68,0,article,False,4,4,1,1,2
W2944741237,2019,5,44,0,article,False,2,3,0,1,1
W4315433102,2023,5,36,0,article,False,9,6,0,1,1
W4323349764,2023,5,57,0,article,False,9,6,0,1,1
W4324302739,2023,5,16,0,preprint,False,6,2,1,0,1
W4352976910,2023,5,17,0,book-chapter,False,7,3,1,0,1
W4376140490,2023,6,32,0,article,False,10,2,1,4,5
W4380479529,2023,5,5,0,article,False,5,3,1,0,1
W4380486962,2023,5,59,0,article,False,12,5,1,1,2
W4385333723,2023,5,48,0,article,False,2,1,1,3,4
W4385341198,2023,5,27,0,article,False,7,5,0,4,4
W4387294423,2023,5,39,0,preprint,False,4,4,2,5,7
W4396671514,2024,5,124,0,article,False,12,7,1,5,6
W2905232170,2018,4,26,0,article,False,2,1,3,8,11
W3096911555,2020,4,19,0,article,False,2,2,1,6,7
W3134467527,2021,4,19,0,article,False,5,1,2,1,3
W3183633375,2021,4,49,0,article,False,2,1,1,1,2
W3185010225,2021,4,105,0,article,False,3,1,1,3,4
W4226167522,2021,4,21,0,preprint,False,8,4,1,3,4
W4319297730,2023,4,26,0,article,False,3,3,0,4,4
W4328129801,2023,4,53,0,article,False,8,7,1,2,3
W4362458512,2023,4,41,0,article,False,9,4,1,1,2
W4372278717,2023,4,30,0,preprint,False,3,1,1,5,6
W4380989533,2023,4,154,0,book-chapter,False,2,2,0,4,4
W4385399750,2023,4,83,0,article,False,7,5,0,7,7
W4387498089,2023,4,38,0,article,False,22,12,0,2,2
W4388240247,2023,4,44,0,article,False,2,1,0,1,1
W4389101205,2023,4,57,0,article,False,7,2,0,1,1
W4390100389,2023,4,9,0,article,False,7,6,1,0,1
W2748210885,2018,2,26,0,article,False,2,1,0,1,1
W2789039746,2018,3,39,0,preprint,False,9,6,0,1,1
W2957844893,2019,3,61,0,preprint,False,11,8,0,2,2
W4297184310,2022,3,90,0,article,False,2,3,1,1,2
W4308181759,2022,3,45,0,article,False,6,8,0,1,1
W4322020376,2023,3,0,0,preprint,False,0,0,1,0,1
W4361192399,2023,3,31,0,preprint,False,4,8,1,3,4
W4362607924,2023,3,60,0,article,False,6,4,1,10,11
W4380668214,2023,3,38,0,article,False,4,1,1,3,4
W4380669412,2023,3,2,0,article,False,3,2,2,0,2
W4383681506,2023,3,59,0,article,False,2,1,0,3,3
W4385381464,2023,3,178,0,article,False,5,3,0,2,2
W4388211000,2023,3,51,0,article,False,7,2,0,3,3
W4388721984,2023,3,181,0,article,False,4,2,0,1,1
W4388872072,2023,3,30,0,article,False,2,1,0,4,4
W4390129545,2023,3,55,0,article,False,10,3,0,2,2
W2791774517,2017,2,20,0,article,False,5,3,0,1,1
W3081806455,2020,2,44,0,article,False,4,3,0,1,1
W4306758035,2022,2,32,0,preprint,False,2,1,0,1,1
W4320871556,2023,2,85,0,article,False,3,4,0,4,4
W4361285528,2023,2,24,0,article,False,4,3,2,0,2
W4366527692,2023,2,23,0,article,False,4,2,2,3,5
W4372278757,2023,2,55,0,preprint,False,3,3,0,6,6
W4380433142,2023,2,52,0,article,False,4,2,1,4,5
W4382658119,2023,2,33,0,article,False,5,3,1,0,1
W4385347865,2023,2,62,0,preprint,False,2,1,1,1,2
W4385350685,2023,2,23,0,article,False,1,1,0,2,2
W4386136017,2023,2,22,0,article,False,3,1,0,1,1
W4386377257,2023,2,89,0,preprint,False,4,3,2,2,4
W4388295284,2023,2,71,0,article,False,2,1,1,4,5
W4401628627,2024,1,59,0,article,False,3,5,0,1,1
W4401851573,2024,2,20,0,article,False,9,13,1,1,2
W2766487640,2017,1,10,0,preprint,False,6,1,1,2,3
W2941979020,2019,1,0,0,dataset,False,0,0,1,0,1
W3011532577,2020,1,23,1,preprint,False,5,2,0,1,1
W4226179448,2021,1,16,0,preprint,False,2,1,0,1,1
W4297237875,2022,1,52,0,article,False,6,6,0,6,6
W4308009772,2022,1,9,0,preprint,False,2,1,0,1,1
W4252236040,2020,1,18,0,book-chapter,False,1,1,0,2,2
W4281788223,2022,1,45,0,article,False,3,1,0,6,6
W4285507394,2022,1,53,0,article,False,4,2,0,2,2
W3043176762,2020,5,10,0,article,False,3,3,1,0,1
W3046230984,2020,5,9,0,article,False,4,1,1,0,1
W3095326837,2020,5,20,0,article,False,4,2,1,4,5
W3102536595,2020,5,39,0,review,False,4,1,1,1,2
W3105400607,2017,5,39,0,preprint,False,5,3,1,1,2
W3113089681,2018,5,11,0,article,False,3,3,1,0,1
W3122571277,2020,5,29,0,preprint,False,4,2,1,3,4
W3135706825,2021,5,36,0,article,False,6,2,1,9,10
W3155282792,2021,5,31,0,article,False,4,3,1,1,2
W3158909337,2021,4,49,0,article,False,2,2,1,3,4
W3178025462,2021,5,32,0,article,False,2,1,1,0,1
W3186683922,2021,5,46,0,article,False,2,1,1,5,6
W3209652141,2022,5,37,0,article,False,4,4,1,1,2
W4210825154,2022,5,41,0,preprint,False,8,2,0,1,1
W4213074318,2022,5,18,0,article,False,3,1,0,1,1
W2794610196,2018,27,53,0,article,False,8,1,5,2,7
W2950582496,2019,26,109,0,article,False,13,8,0,6,6
W2963513937,2018,27,25,0,article,False,5,2,1,0,1
W3133711581,2021,27,40,0,article,False,8,3,1,2,3
W3142135936,2021,21,81,0,article,False,9,13,1,1,2
W3200344883,2021,27,20,0,article,False,54,15,4,4,8
W4211087965,2022,26,66,0,article,False,3,2,1,0,1
W2903967777,2018,26,62,0,article,False,7,2,1,0,1
W2922640992,2019,26,39,0,article,False,16,7,0,1,1
W2949938179,2019,26,13,0,article,False,3,1,1,1,2
W2969909998,2019,26,49,0,article,False,8,2,1,1,2
W3022974905,2020,26,49,0,article,False,3,4,2,0,2
W3085780433,2020,25,124,3,review,False,8,5,0,2,2
W4391042170,2024,5,51,0,article,False,8,7,1,2,3
W4391487347,2024,4,23,0,article,False,11,3,1,0,1
W4393937712,2024,5,31,0,article,False,9,10,0,3,3
W4399212885,2024,5,77,0,article,False,8,8,1,0,1
W4399546774,2024,5,63,0,preprint,False,5,2,0,6,6
W2766669817,2017,4,0,0,article,False,0,0,1,0,1
W2801121177,2018,4,64,0,article,False,6,3,1,0,1
W2810059796,2018,4,16,0,article,False,8,6,1,1,2
W2943951882,2019,4,42,0,article,False,33,32,0,2,2
W2967220678,2019,4,14,0,article,False,6,1,1,0,1
W2988116461,2019,4,40,0,article,False,8,3,1,1,2
W3011098372,2020,4,43,0,article,False,4,2,0,3,3
W3035876902,2020,4,47,0,article,False,7,5,0,1,1
W3038926557,2020,4,5,0,article,False,111,38,0,1,1
W3115638228,2020,4,94,0,preprint,False,5,2,1,1,2
W3177860065,2021,4,1,0,preprint,False,438,3,1,0,1
W3196133846,2021,4,0,0,preprint,False,0,0,1,0,1
W3210565380,2021,4,6,0,article,False,2,2,1,1,2
W3214219777,2021,4,9,0,article,False,180,45,0,1,1
W4220876445,2022,4,34,0,article,False,9,2,1,2,3
W4221049201,2022,4,16,0,article,False,24,37,0,1,1
W4223588340,2022,4,11,0,article,False,16,16,0,2,2
W4226330357,2022,3,36,0,article,False,6,5,1,0,1
W3206360718,2021,1,107,0,article,False,5,1,0,1,1
W3214151106,2021,1,14,0,article,False,2,1,0,1,1
W3214791121,2022,1,8,0,article,False,4,2,1,1,2
W3216411702,2021,1,45,0,article,False,3,2,0,1,1
W4200075463,2021,1,29,0,preprint,False,11,5,0,1,1
W2767709743,2017,0,72,0,book-chapter,False,0,0,0,2,2
W2907043423,2019,0,4,0,preprint,False,0,0,0,1,1
W4289888731,2022,6,37,0,article,False,9,7,0,4,4
W4311794309,2022,6,44,0,article,False,3,5,2,2,4
W3034453888,2020,112,28,0,preprint,False,4,3,1,0,1
W3168643403,2021,111,50,0,article,False,10,2,1,3,4
W2557777046,2016,105,25,1,article,False,3,1,13,3,16
W2768685849,2017,104,56,1,article,False,6,2,9,4,13
W2744883861,2017,103,47,2,article,False,4,3,3,0,3
W2539773631,2016,99,118,1,article,False,3,2,17,1,18
W2795269446,2018,90,90,0,article,False,10,5,4,2,6
W2799360877,2018,96,33,3,article,False,3,1,10,1,11
W2943595298,2019,95,48,0,article,False,7,7,1,0,1
W4320168479,2023,92,72,0,article,False,4,4,3,0,3
W4353038417,2023,91,107,0,article,False,7,3,0,1,1
W2241399404,2017,1,20,0,article,False,2,2,0,1,1
W4200496779,2021,2,46,0,article,False,2,2,0,3,3
W4224951342,2022,2,72,0,article,False,10,3,0,3,3
W4240464624,2020,1,16,0,preprint,False,1,1,1,0,1
W4360600269,2023,2,69,0,article,False,5,1,1,3,4
W4387928123,2023,2,488,0,preprint,False,37,34,0,4,4
W4388871811,2023,2,21,0,article,False,9,5,0,1,1
W4388979532,2023,2,23,0,article,False,4,2,0,2,2
W4389735357,2023,2,48,0,article,False,5,2,1,6,7
W4390746909,2024,2,23,0,article,False,2,2,0,2,2
W4404730232,2024,2,48,0,article,False,4,2,1,2,3
W2732440220,2017,1,51,0,article,False,4,1,0,1,1
W2908705250,2019,1,56,0,article,False,4,3,1,0,1
W2966858014,2019,1,23,0,book-chapter,False,5,3,0,2,2
W3007954525,2020,1,60,0,article,False,2,2,0,1,1
W3011641047,2020,1,49,0,preprint,False,5,3,0,5,5
W3013407415,2020,1,8,0,article,False,4,1,0,1,1
W3021729444,2020,1,10,0,article,False,2,1,0,1,1
W3035421381,2020,1,16,0,article,False,10,1,1,0,1
W3036415504,2020,1,2,0,article,False,1,1,0,1,1
W3047359136,2020,1,33,0,article,False,2,4,0,1,1
W3082946308,2020,1,6,0,article,False,1,1,1,1,2
W3092491328,2020,1,1,0,article,False,3,3,0,1,1
W3092598799,2020,1,73,0,article,False,2,1,0,2,2
W3095665662,2020,1,21,0,article,False,4,3,1,0,1
W3107040567,2020,1,21,0,article,False,3,1,0,3,3
W3108517672,2020,1,8,0,book-chapter,False,5,3,1,0,1
W3115401747,2020,1,31,0,article,False,5,2,1,0,1
W3131980919,2020,1,25,0,article,False,4,1,1,1,2
W3132869498,2020,1,3,0,article,False,4,2,0,1,1
W3148886342,2020,1,43,0,article,False,1,4,1,0,1
W3190696510,2021,1,17,0,preprint,False,3,2,1,1,2
W3197367542,2021,1,17,0,article,False,10,3,0,1,1
W4256500694,2020,1,0,0,article,False,0,0,1,0,1
W4283318413,2022,1,17,0,article,False,11,11,1,3,4
W4283392255,2022,1,47,1,article,False,5,8,0,2,2
W4309075221,2022,1,38,0,article,False,2,2,0,1,1
W4317040110,2023,1,65,0,article,False,7,4,1,1,2
W4321437844,2023,1,30,0,article,False,4,5,0,1,1
W4323966549,2023,1,29,0,article,False,4,1,1,1,2
W4383997950,2023,1,107,0,article,False,7,2,0,5,5
W4388563616,2023,1,23,0,article,False,10,4,0,1,1
W4391483028,2024,1,79,0,article,False,2,2,0,1,1
W4391725156,2024,2,83,0,article,False,7,5,0,1,1
W4403421700,2024,1,33,0,article,False,4,1,1,2,3
W2780437334,2017,0,1,0,article,False,0,0,0,1,1
W2791266494,2018,0,37,0,article,False,0,0,0,2,2
W2898192163,2018,0,77,0,article,False,0,0,0,1,1
W2794730818,2018,78,94,0,article,False,2,4,2,0,2
W2592470122,2017,71,53,1,article,False,4,2,13,0,13
W2749876086,2017,69,128,0,review,False,8,3,5,1,6
W2340067055,2016,68,157,0,review,False,16,6,2,0,2
W2215252713,2017,68,28,0,article,False,4,3,8,0,8
W2341099330,2016,8,34,0,article,False,3,3,1,0,1
W2504151877,2016,8,10,0,preprint,False,2,1,1,0,1
W2588806259,2016,8,9,2,article,False,3,1,2,0,2
W2603242527,2020,8,14,0,article,False,8,4,3,0,3
W2604291140,2017,8,40,0,article,False,4,3,0,1,1
W2609974710,2017,8,54,0,article,False,8,1,3,4,7
W2621759695,2017,8,8,0,preprint,False,2,2,4,0,4
W2623748831,2017,8,50,0,article,False,6,1,6,1,7
W2770314858,2017,8,28,0,article,False,4,1,0,2,2
W2840551327,2018,8,15,0,article,False,4,2,1,0,1
W3003291064,2020,8,31,0,article,False,3,3,1,2,3
W3112672536,2020,8,10,0,article,False,5,1,3,1,4
W3132454892,2021,8,48,0,article,False,3,1,3,2,5
W3133078488,2021,8,174,0,article,False,38,37,0,1,1
W3162408127,2020,8,49,0,preprint,False,9,10,0,1,1
W3162539422,2021,8,14,0,article,False,2,1,2,0,2
W3167443963,2021,7,12,0,article,False,8,3,0,1,1
W3175449526,2021,8,55,0,article,False,3,3,0,1,1
W3194077547,2021,8,62,0,article,False,4,2,1,3,4
W3200196534,2021,8,15,0,article,False,12,7,0,1,1
W3200955019,2021,8,37,0,article,False,6,3,1,0,1
W4382935858,2023,8,27,0,preprint,False,2,1,4,2,6
W2792795521,2018,7,9,0,article,False,3,1,0,1,1
W2802369120,2018,7,27,0,article,False,4,2,2,1,3
W2907761567,2018,7,22,0,article,False,4,1,4,1,5
W2962110705,2019,7,8,0,article,False,2,2,3,1,4
W2982340786,2019,7,85,0,preprint,False,4,2,5,0,5
W3000675794,2020,7,88,0,preprint,False,6,2,1,1,2
W3014649842,2020,3,35,0,article,False,2,2,2,3,5
W3023423329,2020,7,30,0,article,False,3,3,0,5,5
W3042778898,2020,7,64,2,article,False,5,3,1,1,2
W3091636033,2020,7,52,1,article,False,4,3,0,1,1
W2585002060,2020,0,21,0,article,False,0,0,0,2,2
W2598401260,2020,0,17,0,article,False,0,0,0,1,1
W2614473878,2020,0,5,0,article,False,0,0,0,1,1
W2734412181,2017,0,66,0,book-chapter,False,0,0,0,1,1
W2913506132,2019,0,14,0,article,False,0,0,0,1,1
W3008069243,2020,0,32,0,preprint,False,0,0,0,1,1
W3012735815,2020,0,20,0,preprint,False,0,0,0,1,1
W3014070714,2020,0,31,0,preprint,False,0,0,0,3,3
W3023338954,2020,0,79,0,preprint,False,0,0,0,1,1
W3036643421,2020,0,19,0,preprint,False,0,0,0,1,1
W3047424508,2020,0,29,0,preprint,False,0,0,0,1,1
W3089170718,2020,0,44,0,preprint,False,0,0,0,2,2
W3093946474,2020,0,16,0,article,False,0,0,0,1,1
W3095107491,2020,0,9,0,article,False,0,0,0,1,1
W3096178538,2020,0,12,0,article,False,0,0,0,2,2
W3100071425,2020,0,32,0,preprint,False,0,0,0,1,1
W3100482192,2020,0,69,0,preprint,False,0,0,0,2,2
W3108049646,2020,0,16,0,preprint,False,0,0,0,2,2
W3114947387,2020,0,58,0,article,False,0,0,0,1,1
W2937365557,2019,0,12,0,article,False,0,0,0,1,1
W4396892510,2024,0,22,0,article,False,0,0,0,1,1
W4396977961,2024,0,41,0,article,False,0,0,0,2,2
W4399061762,2024,0,79,0,article,False,0,0,0,2,2
W4399115943,2024,0,94,0,article,False,0,0,0,3,3
W4399379014,2024,0,15,0,article,False,0,0,0,1,1
W4386185590,2023,0,63,0,preprint,False,0,0,0,1,1
W4387123814,2023,0,15,0,article,False,0,0,0,1,1
W4387138114,2023,0,37,0,preprint,False,0,0,0,1,1
W4387446217,2023,0,6,0,article,False,0,0,0,1,1
W4387457926,2023,0,53,0,preprint,False,0,0,0,2,2
W4387528814,2023,0,63,0,article,False,0,0,0,2,2
W4388447959,2023,0,22,0,article,False,0,0,0,5,5
W4388450902,2023,0,13,0,article,False,0,0,0,3,3
W4388479264,2023,0,44,0,article,False,0,0,0,1,1
W4388543856,2023,0,35,0,article,False,0,0,0,1,1
W4388856253,2023,0,15,0,article,False,0,0,0,2,2
W4220703457,2022,17,64,0,article,False,5,6,4,2,6
W4220917797,2022,14,39,0,article,False,3,1,5,3,8
W2607325799,2017,13,42,0,article,False,7,4,1,0,1
W2742206180,2018,14,49,0,article,False,3,3,3,2,5
W2952477575,2019,14,41,0,article,False,4,2,1,2,3
W2989775467,2019,14,7,0,article,False,3,1,1,1,2
W3035752765,2020,14,0,0,article,False,0,0,2,0,2
W3046351808,2020,13,0,0,article,False,0,0,4,0,4
W3047771647,2020,14,13,0,article,False,5,1,1,3,4
W3048245347,2020,14,12,0,article,False,6,1,9,2,11
W3094865824,2020,14,34,0,article,False,1,5,4,5,9
W4403377068,2024,0,52,0,article,False,0,0,0,1,1
W4403730914,2024,0,52,0,article,False,0,0,0,4,4
W4404966453,2024,0,35,0,preprint,False,0,0,0,1,1
W4404970089,2024,0,55,0,article,False,0,0,0,2,2
W4405398662,2024,0,69,0,article,False,0,0,0,1,1
W4280581956,2022,1,73,0,preprint,False,7,2,0,2,2
W4283371920,2022,1,33,0,article,False,10,2,0,2,2
W4286750925,2022,1,4,0,preprint,False,5,1,1,3,4
W4287855176,2022,1,69,0,article,False,5,6,0,1,1
W4287889100,2022,1,28,0,article,False,2,2,0,1,1
W4288614766,2019,1,43,0,preprint,False,4,1,0,4,4
W4288748355,2022,1,9,0,book-chapter,False,5,4,0,4,4
W4306321512,2022,2,59,0,article,False,4,2,0,2,2
W4307036292,2022,1,50,0,article,False,4,2,1,6,7
W4308216323,2022,1,43,0,article,False,2,2,1,1,2
W4309010238,2022,1,3,0,preprint,False,7,1,1,0,1
W4312756833,2022,1,60,0,book-chapter,False,1,2,0,1,1
W4312797449,2022,1,4,0,article,False,7,3,0,1,1
W2772988929,2017,77,56,0,article,False,2,2,2,1,3
W2905447895,2018,78,146,0,article,False,24,21,3,7,10
W2913290830,2019,70,75,0,article,False,7,4,7,3,10
W3104075812,2018,74,76,0,article,False,11,9,1,0,1
W2611851385,2018,72,70,0,article,False,2,3,1,1,2
W2869198903,2018,69,64,1,article,False,2,1,4,1,5
W2908737172,2019,69,149,0,article,False,2,1,0,4,4
W2601176657,2017,68,14,0,article,False,2,1,3,0,3
W2601522716,2017,69,32,0,article,False,3,4,3,0,3
W2540716273,2016,66,85,0,article,False,2,2,8,1,9
W1567139778,2017,65,163,0,book-chapter,False,1,2,1,0,1
W2524988948,2016,66,86,0,article,False,8,5,3,1,4
W2779080208,2017,66,79,0,article,False,3,4,2,1,3
W2550167017,2016,65,57,0,article,False,2,1,4,0,4
W2769231541,2017,65,65,0,article,False,7,5,1,0,1
W2410671921,2016,63,50,0,article,False,4,1,9,0,9
W3063667687,2020,63,113,0,article,False,6,2,6,3,9
W3103207942,2020,60,68,0,article,False,2,1,1,1,2
W2312134955,2016,61,60,1,article,False,7,2,4,0,4
W2750898199,2017,59,45,1,article,False,7,2,4,1,5
W4401332046,2024,0,34,0,article,False,0,0,0,1,1
W4401374690,2024,0,63,0,article,False,0,0,0,2,2
W4403413117,2024,0,39,0,article,False,0,0,0,6,6
W4405658275,2024,0,47,0,article,False,0,0,0,1,1
W4405703289,2024,0,37,0,article,False,0,0,0,1,1
W4405871915,2024,0,42,0,article,False,0,0,0,2,2
W4405891945,2024,0,64,0,article,False,0,0,0,3,3
W2963456063,2019,19,53,0,article,False,2024,250,1,0,1
W3014654442,2020,19,53,0,article,False,7,6,2,2,4
W3070231666,2020,19,18,0,article,False,9,1,0,2,2
W3153865678,2021,19,41,0,article,False,3,1,1,1,2
W4328049131,2023,19,60,0,article,False,20,10,0,1,1
W4362468089,2023,19,32,0,article,False,3,1,3,4,7
W4384405805,2023,19,131,0,article,False,2833,243,0,13,13
W4387672777,2023,17,81,0,article,False,2310,271,0,3,3
W2921701341,2019,18,20,0,article,False,8,3,2,0,2
W3173669359,2021,18,68,0,article,False,2787,257,2,9,11
W4249529234,2018,18,0,0,article,False,0,0,7,0,7
W4385647400,2023,18,40,0,article,False,2797,247,0,4,4
W2523395789,2016,17,18,0,article,False,2023,241,1,0,1
W2531372673,2016,16,39,0,article,False,3,2,6,0,6
W2900934498,2018,17,29,0,article,False,2,1,2,2,4
W3195566328,2021,17,26,0,article,False,2,1,1,0,1
W4226071657,2021,17,35,0,article,False,2850,254,0,5,5
W2760916501,2018,16,54,0,article,False,2842,254,0,3,3
W2941767018,2019,16,41,0,book-chapter,False,2,1,2,1,3
W3000708614,2019,16,36,0,article,False,7,4,1,0,1
W3101967377,2020,15,43,0,article,False,5,4,0,1,1
W4205245853,2022,16,26,0,article,False,2,1,1,0,1
W4286485296,2022,16,67,0,article,False,12,8,0,4,4
W4383102915,2023,16,83,0,article,False,2329,270,0,2,2
W4392455867,2024,16,25,0,article,False,2788,241,0,2,2
W2626121540,2017,15,18,0,article,False,2,1,0,1,1
W2791205746,2018,15,10,0,article,False,7,4,0,1,1
W3042276734,2020,15,20,0,article,False,16,11,3,1,4
W3048514387,2020,15,97,0,article,False,2883,256,0,5,5
W3105589857,2020,15,116,0,article,False,103,63,1,4,5
